Event	ID	Name			Wwise Object Path	Notes
	282749073	Player_select			\Default Work Unit\Player_select	
	441302456	Hit_player			\Default Work Unit\Hit_player	
	745179803	Throw			\Default Work Unit\Throw	
	860858016	Play_fight			\Default Work Unit\Play_fight	
	928907744	Inicia_menu			\Default Work Unit\Inicia_menu	
	1098020724	Click_ui			\Default Work Unit\Click_ui	
	1373024549	Inicio_game			\Default Work Unit\Inicio_game	
	1420553778	Pasos_frog			\Default Work Unit\Pasos_frog	
	1870231131	Pasos_duck			\Default Work Unit\Pasos_duck	
	2162635622	Pick			\Default Work Unit\Pick	
	2959533290	Play_amb			\Default Work Unit\Play_amb	
	3049547158	Exit_game			\Default Work Unit\Exit_game	
	3424433926	Hover_ui			\Default Work Unit\Hover_ui	

State Group	ID	Name			Wwise Object Path	Notes
	4197210578	Estados			\Default Work Unit\Estados	

State	ID	Name	State Group			Notes
	675784008	Batalla	Estados			
	748895195	None	Estados			
	845003552	Fin_de_batalla	Estados			
	956887760	Creditos	Estados			
	2607556080	Menu	Estados			
	2658298240	Inicio	Estados			
	3092587489	Pausa	Estados			

Custom State	ID	Name	State Group	Owner		Notes
	109915412	Creditos	Estados	\Interactive Music Hierarchy\Default Work Unit\Pelea_granero		
	549956601	Inicio	Estados	\Interactive Music Hierarchy\Default Work Unit\Pelea_granero		
	799989351	Menu	Estados	\Interactive Music Hierarchy\Default Work Unit\Pelea_granero		
	831153207	Pausa	Estados	\Interactive Music Hierarchy\Default Work Unit\Pelea_granero		

Effect plug-ins	ID	Name	Type				Notes
	37178360	sfx_guadana_1	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_guadana_1_4FB67330.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\Oz\sfx_guadana_1		205112
	60517405	Pasos_duck-001	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Pasos_duck-001_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Pasos_duck\Pasos_duck-001		69516
	61333154	sfx_rastmet_5	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_rastmet_5_5E09FE5D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\rast_metalico\sfx_rastmet_5		103160
	69213025	Clik_exit	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Clik_exit_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\ui\Clik_exit		124224
	111804297	sfx_pala_03	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_pala_03_A382D609.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\pala\sfx_pala_03		94324
	117746009	sfx_pala_4	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_pala_4_A0798E52.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\pala\sfx_pala_4		53456
	119786416	Pasos_frog-003_01	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Pasos_frog-003_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Pasos_frog\Pasos_frog-003_01		92416
	126528663	sfx_guadana_03	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_guadana_03_8DFE84AE.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\guadana\sfx_guadana_03		253248
	134421624	sfx_regadera_3	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_regadera_3_771A66C9.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\regadera\sfx_regadera_3		96464
	150970931	sfx_cactus_1	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_cactus_1_AB7ADEA3.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\cactus\sfx_cactus_1		38408
	178409436	hovermouse	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\hovermouse_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\ui\hovermouse		124628
	200678232	sfx_hit_4	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_hit_4_7713F3F2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\punch\sfx_hit_4		46624
	207326859	sfx_regadera_1	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_regadera_1_2F127C54.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\regadera\sfx_regadera_1		119416
	219183506	Amb_random-008	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Amb_random-008_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Amb_bosque\Amb_random\Amb_random-008		455432
	223126871	inicia_menu	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\inicia_menu_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\ui\inicia_menu		415864
	230164706	sfx_whoosh_110	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_whoosh_110_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\arroja\sfx_whoosh_110		10732
	236581530	sfx_rastplastt_11	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_rastplastt_11_2B5D1ACB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\rast_plastico\sfx_rastplastt_11		130192
	247197488	sfx_whoosh_108	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_whoosh_108_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\arroja\sfx_whoosh_108		9052
	253341458	sfx_rastplastt_07	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_rastplastt_07_7473D318.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\rast_plastico\sfx_rastplastt_07		125004
	263033695	tune_gallo	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\tune_gallo_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\321_fight\tune_gallo		401332
	287724760	Pelea de granero	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Pelea de granero_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Pelea_granero\Pelea_granero\Pelea de granero_01\Pelea de granero		11037664
	335799120	Click_ui	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Click_ui_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\ui\Click_ui		248708
	347619649	sfx_hit_3	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_hit_3_8F0134E0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\punch\sfx_hit_3		49672
	379985502	sfx_rastmet_12	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_rastmet_12_D6E317A4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\rast_metalico\sfx_rastmet_12		124420
	414046758	sfx_whoosh_109	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_whoosh_109_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\arroja\sfx_whoosh_109		9604
	441226983	sfx_pala_07	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_pala_07_7C054A4A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\pala\sfx_pala_07		71672
	444550990	sfx_regadera_5	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_regadera_5_9BEFC8C4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\balde\sfx_regadera_5		119756
	474171986	sfx_grab_1	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_grab_1_32D138D0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Pick\sfx_grab_1		81572
	483299258	sfx_rama_2	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_rama_2_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\rama\sfx_rama_2		97428
	493954556	sfx_rama_1	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_rama_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\rama\sfx_rama_1		99908
	514235917	sfx_grab_1 (2)	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_grab_1 (2)_A8AA7D1A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Pick\sfx_grab_1 (2)		115412
	532797474	sfx_bate_3-001	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_bate_3-001_0E21EBAB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\bate\sfx_bate_3-001		115868
	549763350	sfx_rastplastt_03	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_rastplastt_03_DF630D00.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\rast_plastico\sfx_rastplastt_03		93680
	562611697	Amb_random-010	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Amb_random-010_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Amb_bosque\Amb_random\Amb_random-010		1124260
	595120389	sfx_hit_1	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_hit_1_A207F14D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\punch\sfx_hit_1		32404
	603927543	sfx_cactus_2	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_cactus_2_7BD343FD.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\cactus\sfx_cactus_2		55508
	608540775	tune_gallo_3	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\tune_gallo_3_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\321_fight\tune_gallo_3		375460
	613037995	sfx_bate_2-001	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_bate_2-001_0EF2FFBB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\bate\sfx_bate_2-001		91100
	657065678	Fin de batalla	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Fin de batalla_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Pelea_granero\Fin de pelea\Fin de batalla\Fin de batalla		10281664
	658457319	sfx_grab_2	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_grab_2_6E24754A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Pick\sfx_grab_2		68944
	683782887	sfx_rama_5	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_rama_5_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\rama\sfx_rama_5		78440
	692360340	Victoria_granja	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Victoria_granja_D79FB2B7.wem		\Interactive Music Hierarchy\Default Work Unit\Pelea_granero\Fin de pelea\Victoria_granja\Victoria_granja		3620300
	702034421	sfx_rama_4	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_rama_4_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\rama\sfx_rama_4		60684
	713421893	Amb_random-007	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Amb_random-007_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Amb_bosque\pajaros\Amb_random-007		569276
	730790305	sfx_regadera_4	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_regadera_4_327CF06B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\regadera\sfx_regadera_4		128840
	730963272	Amb_random-009	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Amb_random-009_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Amb_bosque\Amb_random\Amb_random-009		569276
	743310020	Amb_random-006	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Amb_random-006_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Amb_bosque\pajaros\Amb_random-006		1437324
	765914910	Pasos_frog-001	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Pasos_frog-001_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Pasos_frog\Pasos_frog-001		82720
	771194761	Pasos_frog-002	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Pasos_frog-002_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Pasos_frog\Pasos_frog-002		96156
	809594907	sfx_whoosh_111	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_whoosh_111_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\arroja\sfx_whoosh_111		12540
	828972344	sfx_regadera_5	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_regadera_5_25020FD2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\regadera\sfx_regadera_5		150196
	876065015	sfx_rastmet_11	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_rastmet_11_46F49B85.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\rast_metalico\sfx_rastmet_11		82264
	876107825	Amb_bosque_loop	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\Amb_bosque_loop_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Main\Amb_bosque\Amb_bosque_loop		6703264
	905061693	sfx_guadana_1	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_guadana_1_5CBA3840.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\guadana\sfx_guadana_1		208812
	915837611	sfx_cactus_3	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_cactus_3_C3EA1345.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\cactus\sfx_cactus_3		45176
	935131799	sfx_bate_4-001	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_bate_4-001_815B3F7F.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\bate\sfx_bate_4-001		54488
	938457295	sfx_hit_2	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_hit_2_570452FA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\punch\sfx_hit_2		41328
	939387135	sfx_pala_02	C:\Users\Hogar\Desktop\Image Campus\aniBrawl\Proyecto\Anibrawl_proyect_sound\Anibrawl_proyect_sound-main\DVJ3-Proy_WwiseProject-v1\DVJ3-Proy_WwiseProject\.cache\Windows\SFX\sfx_pala_02_6FA4F7B5.wem		\Actor-Mixer Hierarchy\Default Work Unit\Weapons\pala\sfx_pala_02		157284
